bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.375, 0.5]",0.375,0.5,105.0,0.4695430138136659,0.5333333333333333
"(0.5, 0.625]",0.5,0.625,152.0,0.5317914464217757,0.48026315789473684
"(0.625, 0.75]",0.625,0.75,1.0,0.6279950229723636,1.0
