bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.375, 0.5]",0.375,0.5,90.0,0.49093524847716064,0.5222222222222223
"(0.5, 0.625]",0.5,0.625,168.0,0.5150319369170032,0.49404761904761907
