bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.375, 0.5]",0.375,0.5,167.0,0.4919313701514019,0.49101796407185627
"(0.5, 0.625]",0.5,0.625,90.0,0.5066171998467484,0.5
