bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.25, 0.375]",0.25,0.375,5.0,0.3583305941074712,0.4
"(0.375, 0.5]",0.375,0.5,113.0,0.4527986507323432,0.5486725663716814
"(0.5, 0.625]",0.5,0.625,136.0,0.5491149979049532,0.47058823529411764
"(0.625, 0.75]",0.625,0.75,4.0,0.632192528440219,0.5
