bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.375, 0.5]",0.375,0.5,50.0,0.4937053644604587,0.46
"(0.5, 0.625]",0.5,0.625,211.0,0.5099500340111683,0.46919431279620855
