bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.375, 0.5]",0.375,0.5,333.0,0.4814802841872082,0.5015015015015015
"(0.5, 0.625]",0.5,0.625,442.0,0.520988041289501,0.47737556561085975
"(0.625, 0.75]",0.625,0.75,1.0,0.6279950229723636,1.0
