bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,273.0,0.48555928670594495,0.46886446886446886
"(0.5, 0.6]",0.5,0.6,503.0,0.5127613724168926,0.4990059642147117
