config,calibration,threshold,season,games,pushes,brier,log_loss,hit_rate,roi,ece,mce
core_form,none,0.45,2004,261,0,0.25744694083722164,0.7082207771632903,0.4559386973180077,-0.12956743295019155,0.07113744410750153,
core_form,none,0.45,2005,257,0,0.2512519644972756,0.6956502252703977,0.48638132295719844,-0.07144941634241242,0.024144147253265233,
core_form,none,0.45,2006,259,0,0.2502512872538865,0.6936736748505827,0.5057915057915058,-0.034393436293436275,0.017197781148363706,
core_form,none,0.45,2007,262,0,0.2495669246291847,0.6922751526028582,0.5076335877862596,-0.030876717557251892,0.02010642029647767,
core_form,none,0.45,2008,261,0,0.25064904150740136,0.6944411121609606,0.4674329501915709,-0.107623754789272,0.03507957392496596,
core_form,none,0.45,2009,259,0,0.24781311868215852,0.6887533508500047,0.4749034749034749,-0.09336177606177604,0.03555381132388673,
core_form,none,0.45,2010,262,0,0.2504754658367735,0.694097291496312,0.4770992366412214,-0.08916984732824425,0.040278473590348064,
core_form,none,0.45,2011,256,0,0.25109513939167283,0.6953925672677956,0.48828125,-0.06782226562499996,0.024518810729094856,
core_form,none,0.45,2012,262,0,0.24931225160482104,0.6917744614405947,0.4732824427480916,-0.09645648854961827,0.01639175567946249,
core_form,none,0.45,2013,260,0,0.24951265102583542,0.6921710561334822,0.5269230769230769,0.005948846153846193,0.038912530155556985,
core_form,none,0.45,2014,261,0,0.250904383077482,0.6949821105133944,0.4904214559386973,-0.06373639846743291,0.009148036469032313,
core_form,none,0.45,2015,257,0,0.24785870366286286,0.6888528447835587,0.47470817120622566,-0.09373463035019451,0.019048139104818444,
core_form,none,0.45,2016,262,0,0.24618898555113214,0.6849890262180008,0.5,-0.04544999999999995,0.026353211020340047,
core_form,none,0.45,2017,259,0,0.2471887147032579,0.6862035076339903,0.5405405405405406,0.031945945945945964,0.027762119848032767,
core_form,none,0.45,2018,258,0,0.25015080486737473,0.6934930392243118,0.4728682170542636,-0.0972472868217054,0.022060831477505184,
core_form,none,0.45,2019,257,0,0.24726030287194525,0.6876758858733018,0.46303501945525294,-0.11601984435797662,0.051177318732067406,
core_form,none,0.45,2020,269,0,0.2533581314393269,0.7029011311835565,0.4944237918215613,-0.0560955390334572,0.03863366722360633,
core_form,none,0.45,2021,281,0,0.24794728748756328,0.6890233046441047,0.5231316725978647,-0.0012893238434163554,0.023453125521929206,
core_form,none,0.45,2022,274,0,0.24966903129493498,0.6924738461859987,0.5036496350364964,-0.0384824817518248,0.01365620139855085,
core_form,none,0.45,2023,271,0,0.25140307246500365,0.6959577402004214,0.5239852398523985,0.00034022140221405024,0.049375115264722255,
core_form,none,0.45,2024,281,0,0.2547274875114581,0.7026268375237281,0.5124555160142349,-0.021671174377224177,0.06387415539108952,
core_form,none,0.45,Overall,5529,0,0.25020916486967537,0.693639835324122,0.49376017362995117,-0.057362452523060214,0.01072907874108303,0.28465617104171415
core_form,none,0.5,2004,261,0,0.25744694083722164,0.7082207771632903,0.4904214559386973,-0.06373639846743291,0.07113744410750153,
core_form,none,0.5,2005,257,0,0.2512519644972756,0.6956502252703977,0.5136186770428015,-0.019450583657587527,0.024144147253265233,
core_form,none,0.5,2006,259,0,0.2502512872538865,0.6936736748505827,0.5096525096525096,-0.02702239382239379,0.017197781148363706,
core_form,none,0.5,2007,262,0,0.2495669246291847,0.6922751526028582,0.5419847328244275,0.034703053435114525,0.02010642029647767,
core_form,none,0.5,2008,261,0,0.25064904150740136,0.6944411121609606,0.5210727969348659,-0.005219923371647466,0.03507957392496596,
core_form,none,0.5,2009,259,0,0.24781311868215852,0.6887533508500047,0.555984555984556,0.061430115830115865,0.03555381132388673,
core_form,none,0.5,2010,262,0,0.2504754658367735,0.694097291496312,0.4847328244274809,-0.07459656488549614,0.040278473590348064,
core_form,none,0.5,2011,256,0,0.25109513939167283,0.6953925672677956,0.5,-0.04544999999999997,0.024518810729094856,
core_form,none,0.5,2012,262,0,0.24931225160482104,0.6917744614405947,0.5229007633587787,-0.0017301526717557016,0.01639175567946249,
core_form,none,0.5,2013,260,0,0.24951265102583542,0.6921710561334822,0.4846153846153846,-0.0748207692307692,0.038912530155556985,
core_form,none,0.5,2014,261,0,0.250904383077482,0.6949821105133944,0.5095785440613027,-0.02716360153256701,0.009148036469032313,
core_form,none,0.5,2015,257,0,0.24785870366286286,0.6888528447835587,0.5291828793774319,0.010263035019455287,0.019048139104818444,
core_form,none,0.5,2016,262,0,0.24618898555113214,0.6849890262180008,0.5419847328244275,0.034703053435114525,0.026353211020340047,
core_form,none,0.5,2017,259,0,0.2471887147032579,0.6862035076339903,0.5328185328185329,0.017203861003861027,0.027762119848032767,
core_form,none,0.5,2018,258,0,0.25015080486737473,0.6934930392243118,0.5271317829457365,0.006347286821705478,0.022060831477505184,
core_form,none,0.5,2019,257,0,0.24726030287194525,0.6876758858733018,0.5603112840466926,0.06969027237354088,0.051177318732067406,
