player_id,player_display_name,player_position,season,week,team,actual_yards,volume,bayes_prediction,bayes_uncertainty,bayes_ci_lower,bayes_ci_upper,error,abs_error,squared_error,pct_error,in_ci_90,in_ci_68
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,17.432679738562086,17.432679738562086,303.89832286727307,0.335243841126194,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,52.0,50.0,-30.25,134.25,0.0,0.0,0.0,0.0,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,52.5,0.7071067811865476,51.33680934494813,53.66319065505187,0.5,0.5,0.25,0.009615384615384616,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,59.333333333333336,11.846237095944574,39.846273310504515,78.82039335616216,7.333333333333336,7.333333333333336,53.777777777777814,0.14102564102564108,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,56.75,10.965856099730654,38.71116671594307,74.78883328405692,4.75,4.75,22.5625,0.09134615384615384,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,61.0,13.435028842544403,38.89937755401446,83.10062244598555,9.0,9.0,81.0,0.17307692307692307,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,64.33333333333333,14.528133626404552,40.43455351789784,88.23211314876882,12.333333333333329,12.333333333333329,152.111111111111,0.2371794871794871,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,63.285714285714285,13.548853404308003,40.99785043562762,85.57357813580094,11.285714285714285,11.285714285714285,127.36734693877548,0.217032967032967,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,60.625,14.628128481017074,36.56172864872691,84.68827135127309,8.625,8.625,74.390625,0.1658653846153846,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,64.11111111111111,17.222401432759344,35.78026075422199,92.44196146800024,12.111111111111114,12.111111111111114,146.6790123456791,0.23290598290598297,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,65.4,16.741166825125024,37.86078057266934,92.93921942733067,13.400000000000006,13.400000000000006,179.56000000000014,0.2576923076923078,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,65.0909090909091,15.91511574230326,38.910543694820234,91.27127448699795,13.090909090909093,13.090909090909093,171.37190082644634,0.2517482517482518,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,64.5,15.311908615667265,39.31191032722735,89.68808967277265,12.5,12.5,156.25,0.2403846153846154,1,1
00-0033045,Ezekiel Elliott,RB,2022,1,LAC,52,10,63.76923076923077,14.894931163284184,39.26706900562829,88.27139253283325,11.769230769230766,11.769230769230766,138.5147928994082,0.2263313609467455,1,1
00-0033118,Kenyan Drake,RB,2022,1,GB,31,11,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,38.432679738562086,38.432679738562086,1477.0708718868807,1.2397638625342609,1,1
00-0033118,Kenyan Drake,RB,2022,1,GB,31,11,31.0,50.0,-51.25,113.25,0.0,0.0,0.0,0.0,1,1
00-0033118,Kenyan Drake,RB,2022,1,GB,31,11,75.0,62.22539674441618,-27.36077764456462,177.36077764456462,44.0,44.0,1936.0,1.4193548387096775,1,1
00-0033118,Kenyan Drake,RB,2022,1,GB,31,11,51.666666666666664,59.74389787529211,-46.61204533818886,149.94537867152218,20.666666666666664,20.666666666666664,427.11111111111103,0.6666666666666666,1,1
00-0033118,Kenyan Drake,RB,2022,1,GB,31,11,62.0,52.97798284822353,-25.148781785327714,149.1487817853277,31.0,31.0,961.0,1.0,1,1
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,36.432679738562086,36.432679738562086,1327.3401529326325,1.104020598138245,1,1
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,33.0,50.0,-49.25,115.25,0.0,0.0,0.0,0.0,1,1
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,67.5,48.79036790187178,-12.760155198579085,147.76015519857907,34.5,34.5,1190.25,1.0454545454545454,1,1
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,81.0,41.677331968349414,12.440788912065216,149.55921108793478,48.0,48.0,2304.0,1.4545454545454546,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,74.25,36.609425015970956,14.027495848727774,134.47250415127223,41.25,41.25,1701.5625,1.25,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,73.2,31.791508300173493,20.902968846214605,125.4970311537854,40.2,40.2,1616.0400000000002,1.2181818181818183,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,76.66666666666667,29.676028485406647,27.849599808172734,125.4837335251606,43.66666666666667,43.66666666666667,1906.7777777777783,1.3232323232323233,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,71.14285714285714,30.781101190116484,20.507945685115523,121.77776860059876,38.14285714285714,38.14285714285714,1454.877551020408,1.1558441558441557,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,66.25,31.680322869927593,14.135868878969106,118.3641311210309,33.25,33.25,1105.5625,1.0075757575757576,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,66.22222222222223,29.634345689494218,17.473723563004242,114.97072088144022,33.22222222222223,33.22222222222223,1103.7160493827164,1.006734006734007,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,71.5,32.544840860982355,17.963736783684027,125.03626321631597,38.5,38.5,1482.25,1.1666666666666667,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,74.81818181818181,32.77748673043186,20.8992161466214,128.73714748974223,41.81818181818181,41.81818181818181,1748.760330578512,1.2672176308539944,1,0
00-0033280,Christian McCaffrey,RB,2022,1,SF,33,10,72.41666666666667,32.34040066467197,19.216707573281283,125.61662576005206,39.41666666666667,39.41666666666667,1553.6736111111115,1.1944444444444446,1,0
00-0033553,James Conner,RB,2022,1,ARI,26,10,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,43.432679738562086,43.432679738562086,1886.3976692725016,1.670487682252388,1,1
00-0033553,James Conner,RB,2022,1,ARI,26,10,26.0,50.0,-56.25,108.25,0.0,0.0,0.0,0.0,1,1
00-0033553,James Conner,RB,2022,1,ARI,26,10,32.5,9.192388155425117,17.37852148432568,47.62147851567432,6.5,6.5,42.25,0.25,1,1
00-0033553,James Conner,RB,2022,1,ARI,26,10,40.0,14.52583904633395,16.104994768780653,63.89500523121934,14.0,14.0,196.0,0.5384615384615384,1,1
00-0033553,James Conner,RB,2022,1,ARI,26,10,47.25,18.732769861039415,16.43459357859016,78.06540642140985,21.25,21.25,451.5625,0.8173076923076923,1,0
00-0033553,James Conner,RB,2022,1,ARI,26,10,46.2,16.39207125411551,19.23504278697999,73.16495721302002,20.200000000000003,20.200000000000003,408.04000000000013,0.776923076923077,1,0
00-0033553,James Conner,RB,2022,1,ARI,26,10,58.5,33.5067157447578,3.3814525998734197,113.61854740012657,32.5,32.5,1056.25,1.25,1,1
00-0033553,James Conner,RB,2022,1,ARI,26,10,62.285714285714285,32.18547439303578,9.34060890917042,115.23081966225814,36.285714285714285,36.285714285714285,1316.6530612244896,1.3956043956043955,1,0
00-0033553,James Conner,RB,2022,1,ARI,26,10,62.375,29.79902922675742,13.355596921984045,111.39440307801596,36.375,36.375,1323.140625,1.3990384615384615,1,0
00-0033553,James Conner,RB,2022,1,ARI,26,10,64.22222222222223,28.41996559541275,17.471378817768255,110.9730656266762,38.22222222222223,38.22222222222223,1460.9382716049388,1.4700854700854704,1,0
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,33.432679738562086,33.432679738562086,1117.7440745012598,0.9286855482933913,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,36.0,50.0,-46.25,118.25,0.0,0.0,0.0,0.0,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,37.5,2.1213203435596424,34.01042803484439,40.98957196515561,1.5,1.5,2.25,0.041666666666666664,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,45.0,13.076696830622021,23.488833713626775,66.51116628637322,9.0,9.0,81.0,0.25,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,77.0,64.88451279003334,-29.735023539604853,183.73502353960487,41.0,41.0,1681.0,1.1388888888888888,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,68.8,59.10752913123674,-28.43188542088444,166.03188542088444,32.8,32.8,1075.84,0.911111111111111,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,65.16666666666667,53.61125503722764,-23.023847869572805,153.35718120290613,29.16666666666667,29.16666666666667,850.6944444444447,0.8101851851851853,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,67.71428571428571,49.402139918949146,-13.552234452385633,148.98080588095706,31.714285714285708,31.714285714285708,1005.7959183673465,0.8809523809523808,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,63.625,47.17728721081182,-13.98163746178544,141.23163746178545,27.625,27.625,763.140625,0.7673611111111112,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,61.55555555555556,44.564871566939104,-11.753658172059275,134.8647692831704,25.555555555555557,25.555555555555557,653.0864197530865,0.7098765432098766,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,61.2,42.031205338679285,-7.941332782127418,130.34133278212744,25.200000000000003,25.200000000000003,635.0400000000002,0.7000000000000001,1,1
00-0033699,Austin Ekeler,RB,2022,1,WAS,36,14,61.72727272727273,39.912631857823925,-3.929006678847635,127.3835521333931,25.727272727272727,25.727272727272727,661.8925619834711,0.7146464646464646,1,1
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,-57.567320261437914,57.567320261437914,3313.9963620829603,0.45328598631053474,1,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,127.0,50.0,44.75,209.25,0.0,0.0,0.0,0.0,1,1
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,96.0,43.840620433565945,23.882179386784017,168.117820613216,-31.0,31.0,961.0,0.2440944881889764,1,1
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,75.66666666666667,46.918368826434424,-1.5140500528179501,152.8473833861513,-51.33333333333333,51.33333333333333,2635.1111111111104,0.40419947506561676,1,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,70.75,39.5506005011302,5.68926217564082,135.8107378243592,-56.25,56.25,3164.0625,0.44291338582677164,1,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,69.2,34.42673379802388,12.568022902250718,125.83197709774929,-57.8,57.8,3340.8399999999997,0.45511811023622045,0,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,67.16666666666667,31.19241360758521,15.855146282189004,118.47818705114435,-59.83333333333333,59.83333333333333,3580.0277777777774,0.4711286089238845,0,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,64.57142857142857,29.290824176734617,16.38802280070012,112.75483434215701,-62.42857142857143,62.42857142857143,3897.3265306122453,0.49156355455568057,0,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,62.0,28.076426309017936,15.814278721665495,108.18572127833451,-65.0,65.0,4225.0,0.5118110236220472,0,0
00-0033856,Leonard Fournette,RB,2022,1,BUF,127,21,63.111111111111114,26.47378157934962,19.56174041308099,106.66048180914123,-63.888888888888886,63.888888888888886,4081.79012345679,0.5030621172353456,0,0
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,-20.567320261437914,20.567320261437914,423.0146627365545,0.22852578068264348,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,90.0,50.0,7.75,172.25,0.0,0.0,0.0,0.0,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,93.0,4.242640687119285,86.02085606968878,99.97914393031122,3.0,3.0,9.0,0.03333333333333333,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,87.33333333333333,10.263202878893766,70.45036459755309,104.21630206911357,-2.6666666666666714,2.6666666666666714,7.1111111111111365,0.029629629629629683,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,89.0,9.018499505645787,74.16456831321268,103.83543168678732,-1.0,1.0,1.0,0.011111111111111112,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,86.6,9.476286192385706,71.01150921352551,102.18849078647447,-3.4000000000000057,3.4000000000000057,11.560000000000038,0.03777777777777784,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,90.66666666666667,13.079245645933359,69.15130757910629,112.18202575422706,0.6666666666666714,0.6666666666666714,0.44444444444445075,0.00740740740740746,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,84.42857142857143,20.370379990377714,50.91929634440009,117.93784651274277,-5.571428571428569,5.571428571428569,31.04081632653059,0.06190476190476188,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,88.75,22.473794262906043,51.78060843751956,125.71939156248044,-1.25,1.25,1.5625,0.013888888888888888,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,86.88888888888889,21.7511174681006,51.1083006538634,122.66947712391436,-3.1111111111111143,3.1111111111111143,9.679012345679032,0.03456790123456794,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,82.4,24.940818840696554,41.37235300705417,123.42764699294584,-7.599999999999994,7.599999999999994,57.75999999999991,0.08444444444444438,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,82.72727272727273,23.685822380026867,43.764094912128535,121.69045054241693,-7.272727272727266,7.272727272727266,52.89256198347098,0.08080808080808073,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,77.75,28.412945193088557,31.010705157369323,124.48929484263067,-12.25,12.25,150.0625,0.1361111111111111,1,1
00-0033893,Dalvin Cook,RB,2022,1,DAL,90,20,79.07692307692308,27.620830118051416,33.640657532728504,124.51318862111765,-10.92307692307692,10.92307692307692,119.31360946745555,0.12136752136752132,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,-12.567320261437914,12.567320261437914,157.9375385535479,0.15326000318826724,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,82.0,50.0,-0.25,164.25,0.0,0.0,0.0,0.0,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,69.5,17.67766952966369,40.42023362370323,98.57976637629676,-12.5,12.5,156.25,0.1524390243902439,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,54.333333333333336,29.091808698211484,6.477308024775446,102.18935864189123,-27.666666666666664,27.666666666666664,765.4444444444443,0.3373983739837398,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,56.0,23.986107090008026,16.542853836936793,95.45714616306321,-26.0,26.0,676.0,0.3170731707317073,1,0
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,60.4,22.984777571253545,22.590040895287913,98.20995910471208,-21.6,21.6,466.56000000000006,0.2634146341463415,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,60.0,20.581545131500697,26.143358258681353,93.85664174131864,-22.0,22.0,484.0,0.2682926829268293,1,0
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,73.28571428571429,39.85688683993556,7.721135434020297,138.8502931374083,-8.714285714285708,8.714285714285708,75.93877551020398,0.10627177700348425,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,76.125,37.7640702255464,14.003104478976176,138.24689552102382,-5.875,5.875,34.515625,0.07164634146341463,1,1
00-0033897,Joe Mixon,RB,2022,1,HOU,82,27,70.0,39.818337484129096,4.498834838607635,135.50116516139235,-12.0,12.0,144.0,0.14634146341463414,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,23.432679738562086,23.432679738562086,549.0904797300182,0.5094060812730888,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,46.0,50.0,-36.25,128.25,0.0,0.0,0.0,0.0,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,52.0,8.48528137423857,38.04171213937755,65.95828786062245,6.0,6.0,36.0,0.13043478260869565,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,50.333333333333336,6.658328118479393,39.38038357843473,61.28628308823194,4.333333333333336,4.333333333333336,18.7777777777778,0.0942028985507247,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,50.0,5.477225575051662,40.989963929040016,59.010036070959984,4.0,4.0,16.0,0.08695652173913043,1,1
00-0033923,Kareem Hunt,RB,2022,1,KC,46,11,49.4,4.929503017546495,41.290967536136016,57.50903246386398,3.3999999999999986,3.3999999999999986,11.55999999999999,0.07391304347826085,1,1
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,41.432679738562086,41.432679738562086,1716.6669503182532,1.4797385620915031,1,1
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,28.0,50.0,-54.25,110.25,0.0,0.0,0.0,0.0,1,1
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,40.5,17.67766952966369,11.420233623703233,69.57976637629676,12.5,12.5,156.25,0.44642857142857145,1,1
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,56.0,29.614185789921695,7.284664375578814,104.71533562442119,28.0,28.0,784.0,1.0,1,1
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,69.0,35.505868059613285,10.592847041936146,127.40715295806385,41.0,41.0,1681.0,1.4642857142857142,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,66.4,31.29376934790694,14.92174942269309,117.87825057730691,38.400000000000006,38.400000000000006,1474.5600000000004,1.3714285714285717,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,68.5,28.45874206636688,21.68536930082648,115.31463069917352,40.5,40.5,1640.25,1.4464285714285714,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,66.28571428571429,26.631524463276513,22.47685654362443,110.09457202780416,38.28571428571429,38.28571428571429,1465.7959183673474,1.3673469387755104,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,68.125,25.198852014668105,26.672888435870966,109.57711156412904,40.125,40.125,1610.015625,1.4330357142857142,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,67.11111111111111,23.766806918707257,28.014713729837673,106.20750849238456,39.111111111111114,39.111111111111114,1529.6790123456792,1.396825396825397,0,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,66.8,22.429147702636108,29.9040520291636,103.69594797083639,38.8,38.8,1505.4399999999998,1.3857142857142857,0,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,66.72727272727273,21.27952494343287,31.72245419532566,101.7320912592198,38.727272727272734,38.727272727272734,1499.8016528925625,1.3831168831168834,0,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,64.08333333333333,22.260680106139585,27.46451455873371,100.70215210793295,36.08333333333333,36.08333333333333,1302.0069444444441,1.288690476190476,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,62.0,22.59793500890439,24.82639691035228,99.17360308964771,34.0,34.0,1156.0,1.2142857142857142,1,0
00-0033948,Jamaal Williams,RB,2022,1,NO,28,11,59.92857142857143,23.05333043089531,22.00584286974864,97.85129998739421,31.92857142857143,31.92857142857143,1019.4336734693879,1.1403061224489797,1,0
00-0034681,Chase Edmonds,RB,2022,1,WAS,25,12,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,44.432679738562086,44.432679738562086,1974.2630287496258,1.7773071895424835,1,1
00-0034750,Rashaad Penny,RB,2022,1,CAR,60,12,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,9.432679738562086,9.432679738562086,88.97544705027971,0.15721132897603476,1,1
00-0034750,Rashaad Penny,RB,2022,1,CAR,60,12,60.0,50.0,-22.25,142.25,0.0,0.0,0.0,0.0,1,1
00-0034750,Rashaad Penny,RB,2022,1,CAR,60,12,63.0,4.242640687119285,56.020856069688776,69.97914393031122,3.0,3.0,9.0,0.05,1,1
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,69.43267973856209,50.0,-12.817320261437914,151.6826797385621,-71.56732026143791,71.56732026143791,5121.881329403222,0.5075696472442405,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,141.0,50.0,58.75,223.25,0.0,0.0,0.0,0.0,1,1
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,114.0,38.18376618407357,51.187704627198976,176.81229537280103,-27.0,27.0,729.0,0.19148936170212766,1,1
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,113.66666666666667,27.006172134038792,69.24151350617285,158.0918198271605,-27.33333333333333,27.33333333333333,747.1111111111109,0.19385342789598106,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,114.75,22.156639336024465,78.30232829223976,151.19767170776024,-26.25,26.25,689.0625,0.18617021276595744,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,118.6,21.03092960380021,84.00412080174866,153.19587919825133,-22.400000000000006,22.400000000000006,501.7600000000003,0.1588652482269504,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,108.16666666666667,31.7327380896554,55.96631250918354,160.3670208241498,-32.83333333333333,32.83333333333333,1078.0277777777774,0.23286052009456262,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,105.71428571428571,29.685654704555446,56.881383725292,154.5471877032794,-35.28571428571429,35.28571428571429,1245.0816326530617,0.25025329280648434,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,105.125,27.534069804516726,59.831455171569985,150.41854482843002,-35.875,35.875,1287.015625,0.25443262411347517,1,0
00-0034791,Nick Chubb,RB,2022,1,HOU,141,22,100.44444444444444,29.334753753487988,52.1887745199567,148.7001143689322,-40.55555555555556,40.55555555555556,1644.7530864197531,0.2876280535855004,1,0
