config_id,alpha,lr,hidden_dims,match_rate,avg_q_value,q_value_stats,action_distribution,estimated_policy_reward,logged_avg_reward,final_loss,final_td_loss,final_cql_loss
60,3.0,0.001,"[256, 128, 64]",0.9799844539448115,-16.685630798339844,"{'mean': -16.685630798339844, 'std': 12.286652565002441, 'min': -38.88290023803711, 'max': 1.6371815204620361, 'q25': -25.371164321899414, 'q50': -17.664085388183594, 'q75': -0.62204509973526}","{0: 0.8027594247959581, 1: 0.18577535950252624, 2: 0.01146521570151574}",0.01684804021547705,0.014117764309048653,0.2748582724481821,0.10925725251436233,0.055200340517330915
61,10.0,1e-05,"[128, 64]",0.8482316362223086,-2.5083096027374268,"{'mean': -2.5083096027374268, 'std': 2.101363182067871, 'min': -5.464200019836426, 'max': 1.0302778482437134, 'q25': -4.548357963562012, 'q50': -2.60872745513916, 'q75': -0.26551124453544617}","{0: 0.9026428293820443, 1: 0.0973571706179557}",0.007017101787010427,0.014117764309048653,4.2728582441806795,0.22323363982141017,0.4049624644219875
62,10.0,1e-05,"[128, 64, 32]",0.8493975903614458,-1.7244905233383179,"{'mean': -1.7244905233383179, 'std': 1.660088300704956, 'min': -3.6479320526123047, 'max': 1.6361206769943237, 'q25': -3.2775440216064453, 'q50': -2.130769729614258, 'q75': -0.07317092269659042}","{0: 0.8795180722891566, 1: 0.12048192771084337}",0.010752041760095121,0.014117764309048653,4.595055460929871,0.36880283802747726,0.42262526527047156
63,10.0,1e-05,"[256, 128, 64]",0.882821609016712,-2.413351535797119,"{'mean': -2.413351535797119, 'std': 1.980538249015808, 'min': -5.444360256195068, 'max': 1.1415749788284302, 'q25': -4.157454490661621, 'q50': -3.005108118057251, 'q75': -0.2889510691165924}","{0: 0.862223085891955, 1: 0.13777691410804507}",0.009296542653952227,0.014117764309048653,3.5163811802864076,0.2205539124086499,0.3295827258378267
64,10.0,3e-05,"[128, 64]",0.8968130586863583,-3.687974452972412,"{'mean': -3.687974452972412, 'std': 3.024614095687866, 'min': -8.92289924621582, 'max': 2.714282512664795, 'q25': -6.360644340515137, 'q50': -3.8544931411743164, 'q75': -0.6170095205307007}","{0: 0.8725223474543334, 1: 0.12747765254566654}",0.018311311554176726,0.014117764309048653,2.5990721225738525,0.2309464205056429,0.23681257031857966
65,10.0,3e-05,"[128, 64, 32]",0.9551107656432181,-3.3630363941192627,"{'mean': -3.3630363941192627, 'std': 2.563497304916382, 'min': -6.783533573150635, 'max': 2.0250978469848633, 'q25': -5.591386795043945, 'q50': -4.3114728927612305, 'q75': -0.5696468949317932}","{0: 0.8025650991061019, 1: 0.19743490089389817}",0.005969687699808298,0.014117764309048653,1.950928971171379,0.22376197576522827,0.1727166986092925
66,10.0,3e-05,"[256, 128, 64]",0.8647493198600855,-4.069431304931641,"{'mean': -4.069431304931641, 'std': 3.415184736251831, 'min': -9.267790794372559, 'max': 2.2227694988250732, 'q25': -7.601280689239502, 'q50': -4.074315071105957, 'q75': -0.6081467866897583}","{0: 0.6659541391371939, 1: 0.3340458608628061}",0.012166734351937613,0.014117764309048653,2.514358949661255,0.26367793790996075,0.22506809812039136
67,10.0,0.0001,"[128, 64]",0.9426739214924214,-7.330983638763428,"{'mean': -7.330983638763428, 'std': 5.412200927734375, 'min': -18.279132843017578, 'max': 2.6619930267333984, 'q25': -11.925554275512695, 'q50': -8.373743057250977, 'q75': -1.2011394500732422}","{0: 0.8303536727555383, 1: 0.16712009327633112, 2: 0.0025262339681305867}",0.016282551943259716,0.014117764309048653,1.426746103167534,0.24126488491892814,0.11854812297970056
68,10.0,0.0001,"[128, 64, 32]",0.9438398756315585,-6.830204963684082,"{'mean': -6.830204963684082, 'std': 5.437889575958252, 'min': -15.33371353149414, 'max': 2.293073892593384, 'q25': -12.314355850219727, 'q50': -6.865753650665283, 'q75': -0.849237859249115}","{0: 0.741158181111543, 1: 0.24601632335794793, 2: 0.012825495530509134}",0.011515743367365256,0.014117764309048653,1.5549829497933387,0.21279822420328856,0.13421847224235534
69,10.0,0.0001,"[256, 128, 64]",0.9385930820054411,-7.303764343261719,"{'mean': -7.303764343261719, 'std': 5.4304938316345215, 'min': -14.542755126953125, 'max': 1.898989200592041, 'q25': -12.515022277832031, 'q50': -8.203453063964844, 'q75': -0.9182313680648804}","{0: 0.8367664205207929, 1: 0.15798678585308978, 2: 0.005246793626117373}",0.013859310504114215,0.014117764309048653,1.6853231847286225,0.2190601911395788,0.14662629896774887
70,10.0,0.0003,"[128, 64]",0.9490866692576758,-11.980390548706055,"{'mean': -11.980390548706055, 'std': 8.944707870483398, 'min': -27.795289993286133, 'max': 4.509646892547607, 'q25': -20.543367385864258, 'q50': -13.865821838378906, 'q75': -1.67964506149292}","{0: 0.7703070345899727, 1: 0.18363777691410804, 2: 0.046055188495919164}",0.010619901575284203,0.014117764309048653,0.9060622304677963,0.20037239622324704,0.07056898344308138
71,10.0,0.0003,"[128, 64, 32]",0.9799844539448115,-10.732218742370605,"{'mean': -10.732218742370605, 'std': 7.763622283935547, 'min': -24.683565139770508, 'max': 1.928308367729187, 'q25': -17.698320388793945, 'q50': -11.458443641662598, 'q75': -0.9422503709793091}","{0: 0.793043140303148, 1: 0.1954916439953362, 2: 0.01146521570151574}",0.008861254311423334,0.014117764309048653,0.7216398134827614,0.12094183713197708,0.060069797979667786
72,10.0,0.0003,"[256, 128, 64]",0.9830936649825107,-11.036988258361816,"{'mean': -11.036988258361816, 'std': 7.7203288078308105, 'min': -21.110523223876953, 'max': 3.0492703914642334, 'q25': -18.048484802246094, 'q50': -12.842719078063965, 'q75': -1.0671480894088745}","{0: 0.7965410027205596, 1: 0.1896618732996502, 2: 0.013797123979790129}",0.010911390364888203,0.014117764309048653,1.1670091882348061,0.14481053538620473,0.10221986519172788
73,10.0,0.001,"[128, 64]",0.9850369218810727,-16.12907600402832,"{'mean': -16.12907600402832, 'std': 11.948410034179688, 'min': -36.889915466308594, 'max': 1.5914571285247803, 'q25': -23.164419174194336, 'q50': -19.230491638183594, 'q75': -1.544793725013733}","{0: 0.7749708511465215, 1: 0.2106490478041197, 2: 0.014380101049358725}",0.014452004648116698,0.014117764309048653,0.6759116142988205,0.17211624197661876,0.05037953697610646
74,10.0,0.001,"[128, 64, 32]",0.9551107656432181,-13.137167930603027,"{'mean': -13.137167930603027, 'std': 9.27585220336914, 'min': -25.183551788330078, 'max': 2.3633718490600586, 'q25': -21.991052627563477, 'q50': -15.653280258178711, 'q75': -1.1198608875274658}","{0: 0.7759424795958025, 1: 0.18694131364166341, 2: 0.03711620676253401}",0.00857170883477823,0.014117764309048653,0.7487455472350121,0.12221417324617505,0.06265313639305532
75,10.0,0.001,"[256, 128, 64]",0.9714341235911388,-14.78615665435791,"{'mean': -14.78615665435791, 'std': 10.88326644897461, 'min': -30.603435516357422, 'max': 1.6614446640014648, 'q25': -25.27390480041504, 'q50': -15.891355514526367, 'q75': -0.9079612493515015}","{0: 0.7592304702681695, 1: 0.22619510299261564, 2: 0.014574426739214923}",0.01326856120198884,0.014117764309048653,0.6383709074929357,0.10959913171827793,0.05287717743194662
