season,week,team,rating,variance
2023,1,ARI,-6.083997127855057,66.90036177133122
2023,1,LA,3.5065881949640767,65.62474517499746
2023,1,DAL,13.0479582192,54.44281522180608
2023,1,NYG,-9.80037931939286,54.61697506785365
2023,1,PIT,-1.761818737321811,64.52235109218901
2023,1,DEN,-4.6356745141895415,66.21499035041153
2023,1,TEN,-1.7527345537636447,66.22204960511081
2023,2,KC,10.413619197773693,44.43510531358904
2023,2,HOU,-12.475021326946967,58.06248912853367
2023,2,ATL,1.7905136049064136,59.06768972920736
2023,2,SEA,-0.11646305314733585,55.09417088423104
2023,2,BAL,3.533122829251103,54.58093927582713
2023,2,CLE,5.001530616894408,57.42401186074161
2023,2,BUF,6.606393896452885,52.67297509138375
2023,2,NYJ,-1.2016122770189392,57.290800215828355
2023,2,CAR,-2.7874073771455405,58.87838776709037
2023,2,LV,-6.386064329567089,57.880507679510245
2023,2,DET,3.785585393578134,56.85028543407824
2023,2,CHI,-13.585581954394529,58.68122301168847
2023,2,JAX,3.063852552145848,50.85464296789959
2023,2,IND,-7.614350883690555,58.22373678593467
2023,2,MIN,-2.4137514940733378,53.860267273655445
2023,2,GB,4.5547525930261505,59.033616443776936
2023,2,NE,0.26469843867731946,56.9734267178451
2023,2,MIA,5.075010199681852,54.90165885612669
2023,2,WAS,-0.7586435482316349,58.96902636850563
2023,2,PHI,9.264337922189176,44.5743128392303
2023,2,CIN,3.32541053603424,48.41943084666081
2023,2,LAC,1.249759787296493,54.83779724227578
2023,2,NO,1.145683728457584,59.017767401868156
2023,2,TB,-5.182501175921303,54.97785563430822
2023,2,SF,12.053296341642532,47.726570660275854
2023,2,ARI,-8.231317204041503,58.216376099487114
2023,2,LA,3.233893490140118,57.18326799452172
2023,2,DAL,13.87383860433124,51.02164777186878
2023,2,NYG,-8.000572249157617,51.19363159808837
2023,2,PIT,0.5769246657530283,57.31348750967407
2023,2,DEN,-4.814882483184873,58.45792019154754
2023,2,TEN,-0.7451132670420073,58.12023885960642
2023,3,KC,11.196075303943708,44.14550454491716
2023,3,HOU,-4.329270050619526,52.701539376214754
2023,3,ATL,-0.23023348592028237,53.596503525438216
2023,3,SEA,0.8561716997718053,51.18476949311771
2023,3,BAL,0.19470174558828113,50.8306594521385
2023,3,CLE,8.273637951978882,52.62717423236832
2023,3,BUF,12.29453988197422,49.63229080990662
2023,3,NYJ,-2.4573743657668747,52.494021856631356
2023,3,CAR,-3.8174679583744116,53.39960428490511
2023,3,LV,-6.498495832939705,52.8780459809581
2023,3,DET,5.740503699905243,52.30658204045156
2023,3,CHI,-14.576645524078982,52.778003217520826
2023,3,JAX,-4.206397041713091,48.41481446216882
2023,3,IND,-4.084658765818885,52.970577540352934
2023,3,MIN,-2.9835023862784054,50.2338488683285
2023,3,GB,3.5185122137788367,53.67260777793873
2023,3,NE,1.5144484472354982,52.3084388936082
2023,3,MIA,12.641999377174557,51.044924443995306
2023,3,WAS,-7.027479191476338,53.34444415644474
2023,3,PHI,9.626404740276046,44.12669430965514
2023,3,CIN,3.401107339137911,46.778919884242626
2023,3,LAC,1.828370784555744,50.81562257872724
2023,3,NO,2.1816827062028654,53.663449008527664
2023,3,TB,-5.614877391124438,50.50472595873481
2023,3,SF,11.201216069672109,46.11238828052817
2023,3,ARI,-1.45471370492269,52.80421081115144
2023,3,LA,3.1466432033945435,52.04679289259013
2023,3,DAL,7.82259139469736,48.52966745070456
2023,3,NYG,-7.096413838275509,48.24234727668729
2023,3,PIT,0.6884029626930193,52.5474481039517
2023,3,DEN,-12.802990478548224,53.130357999583104
2023,3,TEN,-4.051517378338154,53.03266081709108
2023,4,KC,9.755948086288162,43.758522262375095
2023,4,HOU,0.95727792460234,49.400756125224156
2023,4,ATL,-3.8021724458237536,49.80245470674687
2023,4,SEA,3.9374626628834077,48.25694787300718
2023,4,BAL,7.112664120301454,48.197196086535506
2023,4,CLE,1.1479522834051776,49.28459406991239
2023,4,BUF,17.264564484592814,47.35830359707298
2023,4,NYJ,-0.791020544175211,48.9262373633377
2023,4,CAR,-5.77651030744566,49.75290120607857
2023,4,LV,-5.729527178289541,49.44430252284426
2023,4,DET,8.562081839739484,49.19135521836283
2023,4,CHI,-15.318866851543548,49.47292891106828
2023,4,JAX,-0.9301403643779431,46.651258224032794
2023,4,IND,-4.338878761876308,49.552997000547556
2023,4,MIN,-1.1238492721061282,47.83781957275695
2023,4,GB,0.6340640160966218,50.01146596859857
2023,4,NE,-3.748889697462351,48.98831037529319
2023,4,MIA,7.552231475787888,48.22114233755714
2023,4,WAS,-3.689612577911308,49.4622518879943
2023,4,PHI,6.782048332505554,43.77221002452885
2023,4,CIN,-1.910139582718128,45.54649296507575
2023,4,LAC,1.085032204737299,48.19691087987873
2023,4,NO,-3.3643477829167967,49.93168363166181
2023,4,TB,-0.3484097830465167,48.02416904343637
2023,4,SF,11.90002620071851,45.09355589238249
2023,4,ARI,-2.2383743301222614,49.20466823148181
2023,4,LA,3.397073586076825,48.99666643646327
2023,4,DAL,12.761521476909,46.68144830297589
2023,4,NYG,-10.027061057770503,46.452313583668925
2023,4,PIT,-4.5849425720124986,49.30802722910513
2023,4,DEN,-12.056535844397459,49.68451784873733
2023,4,TEN,1.8552083076927293,49.37716189094415
2023,5,KC,9.509887684801168,43.35005145268469
2023,5,HOU,0.13753005761242243,47.16130241620916
2023,5,ATL,-2.976786097806809,47.40785232287676
2023,5,SEA,3.9374626628834077,57.25694787300718
2023,5,BAL,4.042434959284506,46.355563573220124
2023,5,CLE,1.1479522834051776,58.28459406991239
2023,5,BUF,12.40936397442763,45.708994099847374
2023,5,NYJ,-0.5549085603341177,46.84705685768214
2023,5,CAR,-6.001567607808472,47.36777986229258
2023,5,LV,-4.216279323421654,47.19744173930277
2023,5,DET,8.7849880969805,47.02282629540956
2023,5,CHI,-8.736627397523236,47.19571738500475
2023,5,JAX,3.8641490317757667,45.2674753102244
2023,5,IND,-2.2735363252290046,47.24469282166765
2023,5,MIN,-0.8587634413437337,45.91817218504116
2023,5,GB,-0.893868912090632,47.545259274334924
2023,5,NE,-10.656810778719423,46.89669772676639
2023,5,MIA,6.579932663902655,46.267638804941
2023,5,WAS,-10.27065013006288,47.189158371987396
2023,5,PHI,8.223868536454987,43.39601756142549
2023,5,CIN,1.0400599283924423,44.59562895209909
2023,5,LAC,1.085032204737299,57.19691087987873
2023,5,NO,3.655953672298188,47.47625135170272
2023,5,TB,-0.3484097830465167,57.02416904343637
2023,5,SF,17.44807524530212,44.20887470798074
2023,5,ARI,-5.38642976735842,46.87433295659703
2023,5,LA,1.812512973759449,46.672088827726235
2023,5,DAL,7.050611906220933,45.2079286976155
2023,5,NYG,-9.084818096320557,45.16553607969184
2023,5,PIT,-1.4550862544174006,47.04119313094672
2023,5,DEN,-12.295738640241284,47.31337591016812
2023,5,TEN,-0.20393188940545182,47.1366735855693
2023,6,KC,7.148007356208487,43.05739932895867
2023,6,HOU,1.6442007364300513,45.608531485057995
2023,6,ATL,-6.335406457605838,45.7607797746816
2023,6,SEA,2.9856298270485864,51.91540528627281
2023,6,BAL,5.205096296064621,45.063982345949974
2023,6,CLE,4.613730589888733,52.52562750677765
2023,6,BUF,8.888299174399586,44.567261612899244
2023,6,NYJ,1.7736133039569422,45.25633663168956
2023,6,CAR,-7.121503895028702,45.70150884835868
2023,6,LV,-5.146900012392372,45.61183927466475
2023,6,DET,10.123625440821787,45.84252251828037
2023,6,CHI,-8.854198435970815,45.575871589399334
2023,6,JAX,5.393325430107597,44.34384220333536
2023,6,IND,-3.858427759788026,45.58475766039806
2023,6,MIN,-0.7438652456466861,44.77569778942228
2023,6,GB,-0.893868912090632,56.545259274334924
2023,6,NE,-9.731170362720006,45.4240910841518
2023,6,MIA,7.67801093411035,45.013656207405404
2023,6,WAS,-6.9250511835206,45.62448345283305
2023,6,PHI,6.039236447346518,43.07375196413618
2023,6,CIN,1.8100030231393447,44.2115477314686
2023,6,LAC,1.1855358786693853,51.9071282171426
2023,6,NO,2.140833682192935,45.80479003947483
2023,6,TB,-1.9260241970639636,51.88458622627294
2023,6,SF,14.707326546072267,43.97906336441927
2023,6,ARI,-6.756297483611265,45.39085882806735
2023,6,LA,3.177422282667065,45.26436983677428
2023,6,DAL,6.968310543242756,44.625495438990264
2023,6,NYG,-5.598730194269658,44.22429094830424
2023,6,PIT,-1.4550862544174006,56.04119313094672
2023,6,DEN,-9.755044770645288,45.560402284121054
2023,6,TEN,-1.38299928101561,45.55259874511556
2023,7,KC,8.111427601720566,43.00044328100365
2023,7,HOU,1.6442007364300513,54.608531485057995
2023,7,ATL,-4.537944287646746,44.82772567963565
2023,7,SEA,2.532752778872176,48.610283347953846
2023,7,BAL,11.509557561154036,44.16105241239588
2023,7,CLE,3.6019738336000895,49.00612089876154
2023,7,BUF,5.2255071217907165,43.81522815328163
2023,7,NYJ,1.7736133039569422,54.25633663168956
2023,7,CAR,-7.121503895028702,54.70150884835868
2023,7,LV,-8.697380725708031,44.516807803431576
2023,7,DET,3.728377738130244,44.652327734832824
