game_id,season,week,spread_close,total_close,home_score,away_score,home_epa_mean,away_epa_mean,epa_gap,market_prob,p_hat,edge,action,r,b_prob,pi_prob
2006_02_NO_GB,2006,2,-1.0,40.5,27,34,,,0.0,0.4704757222326031,0.45759519004446236,-0.012880532188140725,0,-0.0,0.5157330030669866,0.524261705950157
2006_02_HOU_IND,2006,2,12.5,47.0,43,24,,,0.0,0.8227577615633441,0.8511060935023763,0.02834833193903219,0,0.0,0.05,0.05
2006_02_BUF_MIA,2006,2,6.5,37.0,6,16,,,0.0,0.6849128309162449,0.7197804661706539,0.03486763525440906,1,-1.0,0.5872324050193086,0.6192865969968514
2006_02_CAR_MIN,2006,2,2.0,37.5,16,13,,,0.0,0.5588870740382758,0.571183487698655,0.012296413660379257,1,0.9099999999999999,0.5534445659958228,0.5745730146025481
2006_02_NYG_PHI,2006,2,3.0,42.0,24,30,,,0.0,0.5879295521290574,0.5986651113812289,0.010735559252171512,1,-1.0,0.5511033370873849,0.57145793039551
2006_02_ARI_SEA,2006,2,7.0,48.0,21,10,,,0.0,0.6979517285214231,0.7186795992166413,0.020727870695218198,1,0.9099999999999999,0.5660862524605753,0.5913610086102407
2006_02_STL_SF,2006,2,-3.0,44.5,20,13,,,0.0,0.4120704478709426,0.3802030633566833,-0.0318673845142593,0,0.0,0.4875271003244108,0.4866081998275316
2006_02_KC_DEN,2006,2,11.0,38.0,9,6,,,0.0,0.79241084025005,0.8305351771754949,0.03812433692544481,0,0.0,0.05,0.05
2006_02_NE_NYJ,2006,2,-6.0,38.5,17,24,,,0.0,0.3283606432818852,0.29285495861814664,-0.035505684663738546,0,-0.0,0.48216237811946144,0.4794622537161854
2006_02_TEN_SD,2006,2,12.0,38.5,40,7,,,0.0,0.8129686012545587,0.8495430658335826,0.03657446457902391,0,0.0,0.05,0.05
2006_02_WAS_DAL,2006,2,7.0,37.0,27,10,,,0.0,0.6979517285214231,0.7341819005853737,0.03623017206395063,1,0.9099999999999999,0.5892642475425224,0.6219572988318406
2006_02_PIT_JAX,2006,2,-2.5,36.5,9,0,,,0.0,0.42654189431596573,0.41111193033835186,-0.01542996397761387,0,0.0,0.5119288852270117,0.5191791977542228
2006_03_NYJ_BUF,2006,3,6.0,33.0,20,28,,,0.0,0.6716393567181148,0.7107795875920553,0.039140230873940474,1,-1.0,0.5935993353313244,0.6276470850956081
2006_03_GB_DET,2006,3,6.5,41.0,24,31,,,0.0,0.6849128309162449,0.7140223997624723,0.029109568846227396,1,-1.0,0.5786329919282669,0.607957447580199
2006_03_WAS_HOU,2006,3,-3.5,37.5,15,31,,,0.0,0.3977176056694844,0.3748168896938946,-0.02290071597558979,0,-0.0,0.5008085652390842,0.5043262474164981
2006_03_JAX_IND,2006,3,6.5,41.5,21,14,,,0.0,0.6849128309162449,0.7132976732910902,0.028384842374845287,1,0.9099999999999999,0.5775493340004908,0.6065269932048832
2006_03_TEN_MIA,2006,3,10.5,36.0,13,10,,,0.0,0.7816499846386211,0.8221583221292477,0.040508337490626545,0,0.0,0.05,0.05
2006_03_CHI_MIN,2006,3,-3.5,35.0,16,19,,,0.0,0.3977176056694844,0.3789812765874599,-0.018736329082024494,0,-0.0,0.5070019739296127,0.5125973433805558
2006_03_CIN_PIT,2006,3,2.0,42.0,20,28,,,0.0,0.5588870740382758,0.563348442058172,0.004461368019896272,1,-1.0,0.5416928165203252,0.5589217889796613
2006_03_CAR_TB,2006,3,-3.0,33.5,24,26,,,0.0,0.4120704478709426,0.3987531000023633,-0.013317347868579299,0,-0.0,0.5150809160084505,0.5233904688202348
2006_03_BAL_CLE,2006,3,-6.5,33.0,14,15,,,0.0,0.3150871690837551,0.2859535951375368,-0.029133573946218294,0,-0.0,0.491567848140203,0.4919951878248117
2006_03_STL_ARI,2006,3,5.5,45.0,14,16,,,0.0,0.6581456062996048,0.6773205966736117,0.01917499037400683,1,0.9099999999999999,0.5637590110173503,0.5882749544608736
2006_03_NYG_SEA,2006,3,4.0,43.0,42,30,,,0.0,0.6164980929170679,0.6313369128974213,0.014838819980353413,1,0.9099999999999999,0.5572577201770182,0.579642837075682
2006_03_PHI_SF,2006,3,-6.0,42.5,24,38,,,0.0,0.3283606432818852,0.2870140806801297,-0.04134656260175551,0,-0.0,0.47358361058813253,0.4680526736903557
2006_03_DEN_NE,2006,3,6.5,38.5,7,17,,,0.0,0.6849128309162449,0.7176295014143186,0.0327166704980737,1,-1.0,0.5840223506404176,0.6150623432233583
2006_03_ATL_NO,2006,3,-4.0,45.0,23,3,,,0.0,0.3835019070829321,0.34583987971273744,-0.03766202737019464,0,0.0,0.47899023265663826,0.475240642306961
2006_04_ARI_ATL,2006,4,7.0,41.0,32,10,,,0.0,0.7456839634176163,0.728608182235206,-0.017075781182410377,0,0.0,0.50947541451717,0.5159014479997446
