bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,2.0,0.3594668168517199,0.5
"(0.4, 0.5]",0.4,0.5,211.0,0.47506342885783986,0.4976303317535545
"(0.5, 0.6]",0.5,0.6,43.0,0.5165798213134368,0.5116279069767442
