bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,1.0,0.39667422471646396,0.0
"(0.4, 0.5]",0.4,0.5,114.0,0.4711301294011245,0.543859649122807
"(0.5, 0.6]",0.5,0.6,137.0,0.5287930192411414,0.4744525547445255
"(0.6, 0.7]",0.6,0.7,5.0,0.6616869808085591,0.4
"(0.7, 0.8]",0.7,0.8,1.0,0.7366666666666667,1.0
