bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,190.0,0.47658816439352575,0.46842105263157896
"(0.5, 0.6]",0.5,0.6,68.0,0.5135071181739079,0.4852941176470588
