bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.2, 0.3]",0.2,0.3,4.0,0.27646008643975684,0.5
"(0.3, 0.4]",0.3,0.4,1.0,0.3512252346193952,1.0
"(0.4, 0.5]",0.4,0.5,198.0,0.47427994597555734,0.46464646464646464
"(0.5, 0.6]",0.5,0.6,52.0,0.5497416502513804,0.40384615384615385
"(0.6, 0.7]",0.6,0.7,4.0,0.6377705665185165,0.75
"(0.7, 0.8]",0.7,0.8,2.0,0.74204274123045,0.0
