bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,3.0,0.3647313498537102,0.3333333333333333
"(0.4, 0.5]",0.4,0.5,197.0,0.47867887495510947,0.4416243654822335
"(0.5, 0.6]",0.5,0.6,59.0,0.5123766971834519,0.559322033898305
