bin,bin_low,bin_high,count,pred_mean,obs_rate
"(-0.001, 0.1]",-0.001,0.1,1.0,0.024625255642347466,0.0
"(0.2, 0.3]",0.2,0.3,2.0,0.2696852244959416,0.5
"(0.3, 0.4]",0.3,0.4,35.0,0.3668526130159367,0.5142857142857142
"(0.4, 0.5]",0.4,0.5,3985.0,0.47447042606145806,0.4808030112923463
"(0.5, 0.6]",0.5,0.6,1476.0,0.5184775499379017,0.5033875338753387
"(0.6, 0.7]",0.6,0.7,25.0,0.6328217977964353,0.44
"(0.7, 0.8]",0.7,0.8,2.0,0.7535331515566545,1.0
"(0.9, 1.0]",0.9,1.0,3.0,0.9513228377083808,0.6666666666666666
