bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.2, 0.3]",0.2,0.3,4.0,0.2826984126984126,0.5
"(0.3, 0.4]",0.3,0.4,18.0,0.37447992310635336,0.6111111111111112
"(0.4, 0.5]",0.4,0.5,103.0,0.46758988023017783,0.4854368932038835
"(0.5, 0.6]",0.5,0.6,120.0,0.5423200724614774,0.5
"(0.6, 0.7]",0.6,0.7,11.0,0.6308754510469196,0.5454545454545454
"(0.7, 0.8]",0.7,0.8,2.0,0.708636022745958,0.5
