bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,96.0,0.4803460741073049,0.4791666666666667
"(0.5, 0.6]",0.5,0.6,163.0,0.5215694702184264,0.4601226993865031
"(0.6, 0.7]",0.6,0.7,2.0,0.6032673815438893,0.5
