bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,5.0,0.37393510611451786,0.6
"(0.4, 0.5]",0.4,0.5,172.0,0.4650129929419223,0.45348837209302323
"(0.5, 0.6]",0.5,0.6,78.0,0.52314430152196,0.5128205128205128
"(0.6, 0.7]",0.6,0.7,2.0,0.6268829141352059,0.5
"(0.8, 0.9]",0.8,0.9,1.0,0.800860328104072,0.0
