bin,bin_low,bin_high,count,pred_mean,obs_rate
"(-0.001, 0.1]",-0.001,0.1,1.0,0.024590269714343336,0.0
"(0.3, 0.4]",0.3,0.4,3.0,0.3882106150177278,0.3333333333333333
"(0.4, 0.5]",0.4,0.5,174.0,0.4712505711374382,0.4827586206896552
"(0.5, 0.6]",0.5,0.6,80.0,0.5201688864708267,0.5875
"(0.9, 1.0]",0.9,1.0,1.0,0.9751051047172133,1.0
