bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,1.0,0.39804726002816027,0.0
"(0.4, 0.5]",0.4,0.5,225.0,0.4721349913971632,0.5111111111111111
"(0.5, 0.6]",0.5,0.6,44.0,0.5289495474459259,0.38636363636363635
"(0.6, 0.7]",0.6,0.7,3.0,0.6664803179624471,0.6666666666666666
"(0.7, 0.8]",0.7,0.8,1.0,0.7309523809523809,1.0
