bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.2, 0.3]",0.2,0.3,1.0,0.2702028747467173,0.0
"(0.3, 0.4]",0.3,0.4,3.0,0.3744187243375458,0.6666666666666666
"(0.4, 0.5]",0.4,0.5,219.0,0.4725131606139984,0.4611872146118721
"(0.5, 0.6]",0.5,0.6,36.0,0.5241818568271158,0.5277777777777778
"(0.6, 0.7]",0.6,0.7,2.0,0.6154314965334091,0.5
"(0.9, 1.0]",0.9,1.0,1.0,0.923076923076923,0.0
