bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,3.0,0.38139761586353815,0.6666666666666666
"(0.4, 0.5]",0.4,0.5,200.0,0.46935706419412443,0.475
"(0.5, 0.6]",0.5,0.6,51.0,0.5282910306739392,0.45098039215686275
"(0.6, 0.7]",0.6,0.7,3.0,0.6154468555793766,0.6666666666666666
"(0.7, 0.8]",0.7,0.8,1.0,0.75389543183416,0.0
