bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,1.0,0.39073095804187785,1.0
"(0.4, 0.5]",0.4,0.5,216.0,0.47931621482690573,0.4675925925925926
"(0.5, 0.6]",0.5,0.6,39.0,0.5256246200619925,0.4358974358974359
"(0.8, 0.9]",0.8,0.9,1.0,0.8267806267806268,1.0
