bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.2, 0.3]",0.2,0.3,2.0,0.2717031053485041,1.0
"(0.3, 0.4]",0.3,0.4,19.0,0.35938953761339304,0.631578947368421
"(0.4, 0.5]",0.4,0.5,103.0,0.4561856350874919,0.44660194174757284
"(0.5, 0.6]",0.5,0.6,113.0,0.5484836850857521,0.4424778761061947
"(0.6, 0.7]",0.6,0.7,22.0,0.6320099275667238,0.45454545454545453
"(0.7, 0.8]",0.7,0.8,1.0,0.7473177653171184,1.0
"(0.8, 0.9]",0.8,0.9,1.0,0.8496894365888346,1.0
