bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,1.0,0.3477153182919483,0.0
"(0.4, 0.5]",0.4,0.5,183.0,0.4584392454475235,0.5027322404371585
"(0.5, 0.6]",0.5,0.6,76.0,0.5373996797836373,0.4868421052631579
"(0.6, 0.7]",0.6,0.7,5.0,0.6407718149167678,0.6
"(0.7, 0.8]",0.7,0.8,1.0,0.7826698166220585,0.0
"(0.8, 0.9]",0.8,0.9,3.0,0.8433334853146336,0.3333333333333333
