bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,8.0,0.38970200810727906,0.5
"(0.4, 0.5]",0.4,0.5,160.0,0.4628098028547841,0.4875
"(0.5, 0.6]",0.5,0.6,84.0,0.5314405030098351,0.5238095238095238
"(0.6, 0.7]",0.6,0.7,4.0,0.6340912892581065,0.0
"(0.7, 0.8]",0.7,0.8,1.0,0.7056716714369179,1.0
