bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,222.0,0.4830549583038784,0.4774774774774775
"(0.5, 0.6]",0.5,0.6,39.0,0.5063859956751672,0.6153846153846154
"(0.8, 0.9]",0.8,0.9,1.0,0.8460467870535975,1.0
