bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,1.0,0.392428835270304,0.0
"(0.4, 0.5]",0.4,0.5,164.0,0.4654999699088748,0.4878048780487805
"(0.5, 0.6]",0.5,0.6,91.0,0.5252396293306186,0.5054945054945055
"(0.6, 0.7]",0.6,0.7,1.0,0.6421941952119639,1.0
