bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,7.0,0.34658830463348483,0.5714285714285714
"(0.4, 0.5]",0.4,0.5,217.0,0.47466309270749035,0.4792626728110599
"(0.5, 0.6]",0.5,0.6,28.0,0.5268837743116812,0.6428571428571429
"(0.6, 0.7]",0.6,0.7,3.0,0.6639908927931977,0.3333333333333333
"(0.8, 0.9]",0.8,0.9,1.0,0.865318957771788,1.0
