config_id,name,n_features,features,train_accuracy,train_brier,train_logloss,train_auc,val_accuracy,val_brier,val_logloss,val_auc,test_accuracy,test_brier,test_logloss,test_auc,brier_vs_baseline,auc_vs_baseline
1_baseline,Baseline,9,"prior_epa_mean_diff, epa_pp_last3_diff, season_win_pct_diff, win_pct_last5_diff, prior_margin_avg_diff, points_for_last3_diff, points_against_last3_diff, rest_diff, week",0.8757716049382716,0.13035015210699774,0.4285380013155273,0.9493190779447687,0.5991778006166495,0.23889287069226162,0.6736713248926823,0.628492218565748,0.6456140350877193,0.21810495084894105,0.6277363277506438,0.7054760484993042,0.0,0.0
2_baseline_fourth,Baseline + 4th Down,11,"prior_epa_mean_diff, epa_pp_last3_diff, season_win_pct_diff, win_pct_last5_diff, prior_margin_avg_diff, points_for_last3_diff, points_against_last3_diff, rest_diff, week, fourth_downs_diff, fourth_down_epa_diff",0.9158950617283951,0.09758780334417336,0.3424341950659759,0.9739820109295246,0.6598150051387461,0.21191750585899424,0.6084254390365482,0.7218651446592623,0.7333333333333333,0.18165236685193376,0.5421625732950859,0.8022758894851919,16.713322579391725,13.721208706064688
3_baseline_injury,Baseline + Injury,11,"prior_epa_mean_diff, epa_pp_last3_diff, season_win_pct_diff, win_pct_last5_diff, prior_margin_avg_diff, points_for_last3_diff, points_against_last3_diff, rest_diff, week, injury_load_diff, qb_injury_diff",0.8768004115226338,0.12907832377294598,0.4254638577822843,0.9512104684756619,0.5847893114080165,0.24011704833963812,0.675316384919073,0.6270524818318937,0.656140350877193,0.22149175174668753,0.6337804059742677,0.6955873583780561,-1.552830820466874,-1.4017045854757901
4_full_v2,Full v2,13,"prior_epa_mean_diff, epa_pp_last3_diff, season_win_pct_diff, win_pct_last5_diff, prior_margin_avg_diff, points_for_last3_diff, points_against_last3_diff, rest_diff, week, fourth_downs_diff, fourth_down_epa_diff, injury_load_diff, qb_injury_diff",0.9251543209876543,0.09035327511900568,0.3240698548750955,0.9802232374746187,0.6557040082219938,0.21657096464250544,0.6250432964206191,0.7138694638694638,0.7192982456140351,0.1806428200673736,0.5349864586321651,0.8047604849930431,17.1761945961115,14.07339578784251
