bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,171.0,0.4939289682700847,0.49707602339181284
"(0.5, 0.6]",0.5,0.6,86.0,0.5043363509453409,0.4883720930232558
