bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,8.0,0.49850631914550825,0.5
"(0.5, 0.6]",0.5,0.6,250.0,0.5082402541419115,0.504
