bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,252.0,0.4914230101273935,0.49603174603174605
"(0.5, 0.6]",0.5,0.6,524.0,0.5104882212590285,0.4847328244274809
