bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,89.0,0.4877536443855009,0.449438202247191
"(0.5, 0.6]",0.5,0.6,172.0,0.5170503431997817,0.47674418604651164
