bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,14.0,0.37632261805006634,0.6428571428571429
"(0.4, 0.5]",0.4,0.5,104.0,0.4585517677941463,0.5288461538461539
"(0.5, 0.6]",0.5,0.6,129.0,0.5458361943768475,0.4806201550387597
"(0.6, 0.7]",0.6,0.7,11.0,0.6177764322019251,0.36363636363636365
