bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,4.0,0.3901299956955743,0.5
"(0.4, 0.5]",0.4,0.5,329.0,0.4825909259925776,0.5015197568389058
"(0.5, 0.6]",0.5,0.6,440.0,0.5205692782668172,0.4772727272727273
"(0.6, 0.7]",0.6,0.7,3.0,0.6180756118440869,0.6666666666666666
