bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,112.0,0.47174627709081285,0.4642857142857143
"(0.5, 0.6]",0.5,0.6,146.0,0.5293676107838461,0.4726027397260274
"(0.6, 0.7]",0.6,0.7,3.0,0.609010269736297,0.3333333333333333
