bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.4, 0.5]",0.4,0.5,311.0,0.49302666932524714,0.4983922829581994
"(0.5, 0.6]",0.5,0.6,465.0,0.5107478467950805,0.4817204301075269
