bin,bin_low,bin_high,count,pred_mean,obs_rate
"(0.3, 0.4]",0.3,0.4,14.0,0.37632261805006634,0.6428571428571429
"(0.4, 0.5]",0.4,0.5,351.0,0.4685735543763849,0.5042735042735043
"(0.5, 0.6]",0.5,0.6,397.0,0.5328464841729277,0.473551637279597
"(0.6, 0.7]",0.6,0.7,14.0,0.6158979688164335,0.35714285714285715
